,Accident Ref.,Borough,Easting,Northing,Vehicle Type
1204,0114CW10434,WESTMINSTER,529900,179690,01 Pedal Cycle
1205,0114CW10436,WESTMINSTER,528540,182270,01 Pedal Cycle
1210,0114CW10440,WESTMINSTER,528430,179890,01 Pedal Cycle
1215,0114CW10442,WESTMINSTER,524910,182090,01 Pedal Cycle
1216,0114CW10443,WESTMINSTER,528790,179150,01 Pedal Cycle
1224,0114CW10451,WESTMINSTER,528940,180930,01 Pedal Cycle
1237,0114CW10459,WESTMINSTER,528590,181350,01 Pedal Cycle
1238,0114CW10459,WESTMINSTER,528590,181350,01 Pedal Cycle
1252,0114CW10469,WESTMINSTER,530390,180290,01 Pedal Cycle
1257,0114CW10471,WESTMINSTER,529230,178820,01 Pedal Cycle
1265,0114CW10478,WESTMINSTER,525910,180990,01 Pedal Cycle
1270,0114CW10482,WESTMINSTER,529370,181120,01 Pedal Cycle
1278,0114CW10486,WESTMINSTER,529850,179040,01 Pedal Cycle
1312,0114CW10510,WESTMINSTER,529030,179770,01 Pedal Cycle
1316,0114CW10512,WESTMINSTER,528370,179960,01 Pedal Cycle
1322,0114CW10518,WESTMINSTER,527130,181390,01 Pedal Cycle
1324,0114CW10519,WESTMINSTER,530310,179680,01 Pedal Cycle
1327,0114CW10522,WESTMINSTER,529420,181220,01 Pedal Cycle
1331,0114CW10524,WESTMINSTER,530640,180850,01 Pedal Cycle
1339,0114CW10527,WESTMINSTER,528910,182060,01 Pedal Cycle
1340,0114CW10528,WESTMINSTER,529140,178900,01 Pedal Cycle
1345,0114CW10533,WESTMINSTER,529660,178320,01 Pedal Cycle
1351,0114CW10537,WESTMINSTER,526840,179450,01 Pedal Cycle
1358,0114CW10542,WESTMINSTER,528370,182220,01 Pedal Cycle
1363,0114CW10545,WESTMINSTER,529110,178930,01 Pedal Cycle
1368,0114CW10552,WESTMINSTER,527430,181310,01 Pedal Cycle
1372,0114CW10554,WESTMINSTER,528820,180590,01 Pedal Cycle
1384,0114CW10562,WESTMINSTER,530410,180280,01 Pedal Cycle
1389,0114CW10565,WESTMINSTER,528710,182070,01 Pedal Cycle
1391,0114CW10568,WESTMINSTER,529930,178270,01 Pedal Cycle
1393,0114CW10570,WESTMINSTER,530230,179110,01 Pedal Cycle
1396,0114CW10574,WESTMINSTER,528420,181750,01 Pedal Cycle
1400,0114CW10576,WESTMINSTER,525340,181120,01 Pedal Cycle
1403,0114CW10577,WESTMINSTER,530170,178960,01 Pedal Cycle
1408,0114CW10581,WESTMINSTER,527560,181040,01 Pedal Cycle
1410,0114CW10583,WESTMINSTER,527470,181260,01 Pedal Cycle
1412,0114CW10584,WESTMINSTER,526240,181920,01 Pedal Cycle
1414,0114CW10585,WESTMINSTER,527790,179790,01 Pedal Cycle
1415,0114CW10585,WESTMINSTER,527790,179790,01 Pedal Cycle
1418,0114CW10591,WESTMINSTER,528460,181310,01 Pedal Cycle
1423,0114CW10596,WESTMINSTER,527480,182670,01 Pedal Cycle
1431,0114CW10602,WESTMINSTER,527100,181640,01 Pedal Cycle
1436,0114CW10606,WESTMINSTER,528010,179340,01 Pedal Cycle
1439,0114CW10609,WESTMINSTER,525460,180870,01 Pedal Cycle
1443,0114CW10612,WESTMINSTER,529080,181030,01 Pedal Cycle
1447,0114CW10615,WESTMINSTER,526790,181990,01 Pedal Cycle
1462,0114CW10626,WESTMINSTER,528370,180190,01 Pedal Cycle
1470,0114CW10632,WESTMINSTER,529380,180810,01 Pedal Cycle
1474,0114CW10637,WESTMINSTER,528140,182150,01 Pedal Cycle
1479,0114CW10641,WESTMINSTER,528350,181080,01 Pedal Cycle
1496,0114CW10652,WESTMINSTER,529210,181540,01 Pedal Cycle
1505,0114CW10660,WESTMINSTER,528780,179210,01 Pedal Cycle
1507,0114CW10661,WESTMINSTER,528330,181630,01 Pedal Cycle
1510,0114CW10663,WESTMINSTER,529190,179760,01 Pedal Cycle
1516,0114CW10668,WESTMINSTER,526050,182050,01 Pedal Cycle
1522,0114CW10673,WESTMINSTER,526920,180810,01 Pedal Cycle
1525,0114CW10674,WESTMINSTER,530540,181090,01 Pedal Cycle
1537,0114CW10686,WESTMINSTER,530140,179900,01 Pedal Cycle
1539,0114CW10687,WESTMINSTER,529170,179690,01 Pedal Cycle
1543,0114CW10689,WESTMINSTER,530230,178680,01 Pedal Cycle
1545,0114CW10690,WESTMINSTER,530200,179220,01 Pedal Cycle
1548,0114CW10692,WESTMINSTER,527430,183400,01 Pedal Cycle
1550,0114CW10693,WESTMINSTER,528490,182110,01 Pedal Cycle
1565,0114CW10700,WESTMINSTER,529910,179690,01 Pedal Cycle
1569,0114CW10705,WESTMINSTER,528530,181120,01 Pedal Cycle
1571,0114CW10707,WESTMINSTER,530370,181160,01 Pedal Cycle
1573,0114CW10708,WESTMINSTER,528460,179330,01 Pedal Cycle
1575,0114CW10710,WESTMINSTER,526670,180830,01 Pedal Cycle
1585,0114CW10717,WESTMINSTER,529940,178290,01 Pedal Cycle
1594,0114CW10723,WESTMINSTER,528660,180010,01 Pedal Cycle
1598,0114CW10725,WESTMINSTER,530760,181050,01 Pedal Cycle
1604,0114CW10731,WESTMINSTER,527440,181300,01 Pedal Cycle
1607,0114CW10732,WESTMINSTER,528010,181180,01 Pedal Cycle
1623,0114CW10744,WESTMINSTER,530709,180675,01 Pedal Cycle
1625,0114CW10746,WESTMINSTER,527380,181350,01 Pedal Cycle
1631,0114CW10753,WESTMINSTER,528390,178440,01 Pedal Cycle
1634,0114CW10758,WESTMINSTER,530200,179270,01 Pedal Cycle
1636,0114CW10759,WESTMINSTER,528430,180070,01 Pedal Cycle
1637,0114CW10761,WESTMINSTER,530126,178983,01 Pedal Cycle
1639,0114CW10764,WESTMINSTER,528290,181070,01 Pedal Cycle
1640,0114CW10764,WESTMINSTER,528290,181070,01 Pedal Cycle
1641,0114CW10765,WESTMINSTER,528390,181090,01 Pedal Cycle
1643,0114CW10766,WESTMINSTER,529460,179950,01 Pedal Cycle
1648,0114CW10771,WESTMINSTER,526410,182420,01 Pedal Cycle
1650,0114CW10773,WESTMINSTER,530250,178840,01 Pedal Cycle
1654,0114CW10776,WESTMINSTER,528230,179280,01 Pedal Cycle
1656,0114CW10777,WESTMINSTER,527250,179680,01 Pedal Cycle
1657,0114CW10779,WESTMINSTER,528220,180390,01 Pedal Cycle
1659,0114CW10780,WESTMINSTER,530240,179660,01 Pedal Cycle
1662,0114CW10782,WESTMINSTER,529370,181140,01 Pedal Cycle
1665,0114CW10784,WESTMINSTER,527530,180860,01 Pedal Cycle
1669,0114CW10786,WESTMINSTER,524170,182410,01 Pedal Cycle
1673,0114CW10788,WESTMINSTER,527160,182230,01 Pedal Cycle
1683,0114CW10795,WESTMINSTER,528370,179730,01 Pedal Cycle
1684,0114CW10796,WESTMINSTER,530380,180270,01 Pedal Cycle
1686,0114CW10797,WESTMINSTER,527520,183280,01 Pedal Cycle
1691,0114CW10800,WESTMINSTER,527666,182345,01 Pedal Cycle
1693,0114CW10802,WESTMINSTER,529350,181640,01 Pedal Cycle
1696,0114CW10803,WESTMINSTER,526540,182990,01 Pedal Cycle
1697,0114CW10804,WESTMINSTER,528300,179920,01 Pedal Cycle
1698,0114CW10804,WESTMINSTER,528300,179920,01 Pedal Cycle
1703,0114CW10809,WESTMINSTER,529740,180490,01 Pedal Cycle
1708,0114CW10814,WESTMINSTER,529460,177900,01 Pedal Cycle
1710,0114CW10815,WESTMINSTER,528020,182520,01 Pedal Cycle
1711,0114CW10817,WESTMINSTER,527710,179680,01 Pedal Cycle
1716,0114CW10821,WESTMINSTER,527740,179650,01 Pedal Cycle
1719,0114CW10824,WESTMINSTER,528510,181440,01 Pedal Cycle
1723,0114CW10827,WESTMINSTER,529290,180410,01 Pedal Cycle
1724,0114CW10827,WESTMINSTER,529290,180410,01 Pedal Cycle
1725,0114CW10831,WESTMINSTER,530620,180910,01 Pedal Cycle
1726,0114CW10832,WESTMINSTER,528810,181730,01 Pedal Cycle
1730,0114CW10835,WESTMINSTER,529330,178710,01 Pedal Cycle
1733,0114CW10837,WESTMINSTER,529950,180480,01 Pedal Cycle
1734,0114CW10838,WESTMINSTER,529370,181300,01 Pedal Cycle
1735,0114CW10839,WESTMINSTER,527230,181510,01 Pedal Cycle
1741,0114CW10843,WESTMINSTER,526810,179450,01 Pedal Cycle
1745,0114CW10847,WESTMINSTER,528900,180740,01 Pedal Cycle
1750,0114CW10851,WESTMINSTER,529470,179250,01 Pedal Cycle
1754,0114CW10853,WESTMINSTER,527790,179700,01 Pedal Cycle
1756,0114CW10854,WESTMINSTER,530760,181050,01 Pedal Cycle
1760,0114CW10857,WESTMINSTER,529164,178639,01 Pedal Cycle
1761,0114CW10858,WESTMINSTER,525880,180470,01 Pedal Cycle
1767,0114CW10862,WESTMINSTER,529970,178270,01 Pedal Cycle
1769,0114CW10863,WESTMINSTER,528250,182190,01 Pedal Cycle
1771,0114CW10866,WESTMINSTER,528590,181230,01 Pedal Cycle
1773,0114CW10867,WESTMINSTER,530390,180270,01 Pedal Cycle
1781,0114CW10871,WESTMINSTER,530040,180330,01 Pedal Cycle
1790,0114CW10877,WESTMINSTER,530940,181000,01 Pedal Cycle
1793,0114CW10879,WESTMINSTER,530920,180760,01 Pedal Cycle
1796,0114CW10880,WESTMINSTER,528440,179890,01 Pedal Cycle
1797,0114CW10881,WESTMINSTER,529270,180190,01 Pedal Cycle
1801,0114CW10883,WESTMINSTER,528570,179800,01 Pedal Cycle
1804,0114CW10889,WESTMINSTER,524260,182460,01 Pedal Cycle
1821,0114CW10903,WESTMINSTER,528510,178350,01 Pedal Cycle
1829,0114CW10909,WESTMINSTER,529070,178920,01 Pedal Cycle
1832,0114CW10911,WESTMINSTER,530280,179670,01 Pedal Cycle
1845,0114CW10922,WESTMINSTER,526790,180820,01 Pedal Cycle
1850,0114CW10927,WESTMINSTER,529130,179560,01 Pedal Cycle
1856,0114CW10931,WESTMINSTER,528480,181510,01 Pedal Cycle
1864,0114CW10937,WESTMINSTER,530220,179110,01 Pedal Cycle
1868,0114CW10941,WESTMINSTER,528310,181270,01 Pedal Cycle
1874,0114CW10946,WESTMINSTER,528960,180780,01 Pedal Cycle
1877,0114CW10950,WESTMINSTER,529900,179690,01 Pedal Cycle
1887,0114CW10960,WESTMINSTER,529960,178280,01 Pedal Cycle
1889,0114CW10961,WESTMINSTER,528780,178930,01 Pedal Cycle
1898,0114CW10972,WESTMINSTER,529910,181030,01 Pedal Cycle
1918,0114CW10987,WESTMINSTER,528930,179770,01 Pedal Cycle
1922,0114CW10992,WESTMINSTER,530850,180750,01 Pedal Cycle
1924,0114CW10994,WESTMINSTER,530540,180790,01 Pedal Cycle
1927,0114CW10996,WESTMINSTER,530870,180750,01 Pedal Cycle
1929,0114CW10997,WESTMINSTER,525520,181150,01 Pedal Cycle
1937,0114CW11006,WESTMINSTER,526220,180640,01 Pedal Cycle
1939,0114CW11009,WESTMINSTER,528560,180460,01 Pedal Cycle
1945,0114CW11013,WESTMINSTER,529450,178390,01 Pedal Cycle
1948,0114CW11015,WESTMINSTER,527010,180210,01 Pedal Cycle
1953,0114CW11019,WESTMINSTER,527060,181680,01 Pedal Cycle
1961,0114CW11029,WESTMINSTER,528580,181350,01 Pedal Cycle
1968,0114CW11032,WESTMINSTER,528080,182450,01 Pedal Cycle
1970,0114CW11033,WESTMINSTER,525790,181200,01 Pedal Cycle
1972,0114CW11036,WESTMINSTER,527000,182740,01 Pedal Cycle
1977,0114CW11039,WESTMINSTER,529820,180190,01 Pedal Cycle
1987,0114CW11045,WESTMINSTER,526860,179710,01 Pedal Cycle
1989,0114CW11047,WESTMINSTER,530090,179580,01 Pedal Cycle
1994,0114CW11050,WESTMINSTER,529130,180400,01 Pedal Cycle
1996,0114CW11051,WESTMINSTER,526800,180800,01 Pedal Cycle
1998,0114CW11053,WESTMINSTER,528160,181230,01 Pedal Cycle
2006,0114CW11058,WESTMINSTER,529850,178980,01 Pedal Cycle
2009,0114CW11060,WESTMINSTER,527030,181730,01 Pedal Cycle
2016,0114CW11063,WESTMINSTER,530400,180700,01 Pedal Cycle
2019,0114CW11067,WESTMINSTER,529970,178270,01 Pedal Cycle
2022,0114CW11069,WESTMINSTER,529460,180580,01 Pedal Cycle
2023,0114CW11071,WESTMINSTER,529070,180760,01 Pedal Cycle
2026,0114CW11073,WESTMINSTER,528840,181430,01 Pedal Cycle
2028,0114CW11074,WESTMINSTER,529510,179150,01 Pedal Cycle
2029,0114CW11075,WESTMINSTER,529970,180810,01 Pedal Cycle
2030,0114CW11077,WESTMINSTER,527660,180950,01 Pedal Cycle
2036,0114CW11080,WESTMINSTER,530460,180970,01 Pedal Cycle
2039,0114CW11082,WESTMINSTER,530340,180080,01 Pedal Cycle
2048,0114CW11088,WESTMINSTER,528880,179330,01 Pedal Cycle
2051,0114CW11091,WESTMINSTER,529720,180530,01 Pedal Cycle
2058,0114CW11097,WESTMINSTER,527600,181120,01 Pedal Cycle
2059,0114CW11098,WESTMINSTER,526420,179630,01 Pedal Cycle
2061,0114CW11098,WESTMINSTER,526420,179630,01 Pedal Cycle
2068,0114CW11105,WESTMINSTER,529480,177910,01 Pedal Cycle
2071,0114CW11107,WESTMINSTER,526350,179620,01 Pedal Cycle
2080,0114CW11111,WESTMINSTER,529590,181340,01 Pedal Cycle
2082,0114CW11112,WESTMINSTER,528410,179870,01 Pedal Cycle
2086,0114CW11116,WESTMINSTER,528160,179880,01 Pedal Cycle
2088,0114CW11117,WESTMINSTER,528850,181190,01 Pedal Cycle
2090,0114CW11118,WESTMINSTER,527940,181900,01 Pedal Cycle
2096,0114CW11123,WESTMINSTER,526070,179810,01 Pedal Cycle
2098,0114CW11126,WESTMINSTER,529460,179950,01 Pedal Cycle
2102,0114CW11128,WESTMINSTER,528700,181150,01 Pedal Cycle
2107,0114CW11133,WESTMINSTER,528000,181020,01 Pedal Cycle
2112,0114CW11138,WESTMINSTER,527800,182320,01 Pedal Cycle
2113,0114CW11138,WESTMINSTER,527800,182320,01 Pedal Cycle
2114,0114CW11138,WESTMINSTER,527800,182320,01 Pedal Cycle
2116,0114CW11139,WESTMINSTER,528310,179950,01 Pedal Cycle
2117,0114CW11140,WESTMINSTER,530040,180360,01 Pedal Cycle
2119,0114CW11141,WESTMINSTER,529830,180950,01 Pedal Cycle
2122,0114CW11145,WESTMINSTER,527660,181890,01 Pedal Cycle
2125,0114CW11147,WESTMINSTER,526480,181710,01 Pedal Cycle
2128,0114CW11149,WESTMINSTER,530150,179970,01 Pedal Cycle
2136,0114CW11159,WESTMINSTER,529620,180670,01 Pedal Cycle
2143,0114CW11164,WESTMINSTER,527730,179680,01 Pedal Cycle
2145,0114CW11165,WESTMINSTER,530300,179770,01 Pedal Cycle
2149,0114CW11167,WESTMINSTER,530070,180270,01 Pedal Cycle
2151,0114CW11168,WESTMINSTER,526790,181980,01 Pedal Cycle
2152,0114CW11169,WESTMINSTER,526790,181990,01 Pedal Cycle
2154,0114CW11170,WESTMINSTER,526870,181380,01 Pedal Cycle
2156,0114CW11171,WESTMINSTER,529910,178980,01 Pedal Cycle
2167,0114CW11180,WESTMINSTER,527940,181960,01 Pedal Cycle
2170,0114CW11182,WESTMINSTER,528970,178290,01 Pedal Cycle
2173,0114CW11185,WESTMINSTER,530660,180650,01 Pedal Cycle
2175,0114CW11187,WESTMINSTER,530340,180310,01 Pedal Cycle
2186,0114CW11193,WESTMINSTER,528340,179990,01 Pedal Cycle
2188,0114CW11195,WESTMINSTER,529020,180310,01 Pedal Cycle
2189,0114CW11196,WESTMINSTER,527860,180990,01 Pedal Cycle
2197,0114CW11204,WESTMINSTER,526970,182980,01 Pedal Cycle
2200,0114CW11207,WESTMINSTER,529150,180370,01 Pedal Cycle
2201,0114CW11208,WESTMINSTER,529340,180520,01 Pedal Cycle
2203,0114CW11212,WESTMINSTER,530240,181010,01 Pedal Cycle
2205,0114CW11213,WESTMINSTER,530250,178980,01 Pedal Cycle
2207,0114CW11214,WESTMINSTER,527460,182690,01 Pedal Cycle
2209,0114CW11215,WESTMINSTER,528390,181090,01 Pedal Cycle
2214,0114CW11219,WESTMINSTER,526780,181990,01 Pedal Cycle
2218,0114CW11222,WESTMINSTER,526050,180610,01 Pedal Cycle
2231,0114CW11233,WESTMINSTER,530900,180770,01 Pedal Cycle
2234,0114CW11235,WESTMINSTER,530240,179020,01 Pedal Cycle
2238,0114CW11238,WESTMINSTER,526060,182050,01 Pedal Cycle
2264,0114CW11256,WESTMINSTER,527500,181230,01 Pedal Cycle
2267,0114CW11258,WESTMINSTER,527150,181160,01 Pedal Cycle
2270,0114CW11260,WESTMINSTER,528530,182640,01 Pedal Cycle
2274,0114CW11264,WESTMINSTER,530620,180880,01 Pedal Cycle
2284,0114CW11269,WESTMINSTER,529780,181370,01 Pedal Cycle
2286,0114CW11270,WESTMINSTER,527000,181750,01 Pedal Cycle
2288,0114CW11271,WESTMINSTER,529510,179250,01 Pedal Cycle
2290,0114CW11272,WESTMINSTER,527220,181480,01 Pedal Cycle
2307,0114CW11287,WESTMINSTER,525500,181800,01 Pedal Cycle
2312,0114CW11291,WESTMINSTER,528500,179790,01 Pedal Cycle
2315,0114CW11293,WESTMINSTER,527470,182680,01 Pedal Cycle
2320,0114CW11299,WESTMINSTER,527550,181620,01 Pedal Cycle
2327,0114CW11305,WESTMINSTER,528270,179960,01 Pedal Cycle
2328,0114CW11305,WESTMINSTER,528270,179960,01 Pedal Cycle
2330,0114CW11306,WESTMINSTER,528350,180590,01 Pedal Cycle
2334,0114CW11309,WESTMINSTER,527480,181260,01 Pedal Cycle
2336,0114CW11310,WESTMINSTER,524430,182500,01 Pedal Cycle
2339,0114CW11312,WESTMINSTER,530080,179680,01 Pedal Cycle
2341,0114CW11313,WESTMINSTER,530250,178980,01 Pedal Cycle
2342,0114CW11314,WESTMINSTER,526900,181050,01 Pedal Cycle
2346,0114CW11317,WESTMINSTER,525990,180610,01 Pedal Cycle
2348,0114CW11318,WESTMINSTER,529860,178370,01 Pedal Cycle
2356,0114CW11324,WESTMINSTER,529960,179070,01 Pedal Cycle
2360,0114CW11327,WESTMINSTER,530420,180770,01 Pedal Cycle
2376,0114CW11339,WESTMINSTER,525710,181450,01 Pedal Cycle
2380,0114CW11344,WESTMINSTER,528140,182410,01 Pedal Cycle
2381,0114CW11345,WESTMINSTER,530270,180720,01 Pedal Cycle
2383,0114CW11346,WESTMINSTER,529110,180990,01 Pedal Cycle
2388,0114CW11348,WESTMINSTER,527880,180830,01 Pedal Cycle
2401,0114CW11365,WESTMINSTER,529180,179770,01 Pedal Cycle
2405,0114CW11367,WESTMINSTER,525850,180580,01 Pedal Cycle
2444,0114CW11395,WESTMINSTER,529400,181420,01 Pedal Cycle
2446,0114CW11397,WESTMINSTER,527760,180980,01 Pedal Cycle
2448,0114CW11398,WESTMINSTER,530160,179680,01 Pedal Cycle
2449,0114CW11401,WESTMINSTER,529220,180190,01 Pedal Cycle
2451,0114CW11404,WESTMINSTER,528530,181120,01 Pedal Cycle
2453,0114CW11405,WESTMINSTER,528380,180180,01 Pedal Cycle
2454,0114CW11406,WESTMINSTER,524870,181890,01 Pedal Cycle
2458,0114CW11411,WESTMINSTER,528660,179270,01 Pedal Cycle
2463,0114CW11413,WESTMINSTER,529010,181550,01 Pedal Cycle
2468,0114CW11417,WESTMINSTER,527060,181680,01 Pedal Cycle
2480,0114CW11429,WESTMINSTER,525860,181240,01 Pedal Cycle
2489,0114CW11437,WESTMINSTER,527610,182560,01 Pedal Cycle
2490,0114CW11438,WESTMINSTER,530540,180890,01 Pedal Cycle
2492,0114CW11439,WESTMINSTER,525770,181410,01 Pedal Cycle
2497,0114CW11441,WESTMINSTER,530240,178790,01 Pedal Cycle
2499,0114CW11442,WESTMINSTER,529420,177890,01 Pedal Cycle
2500,0114CW11444,WESTMINSTER,528010,181180,01 Pedal Cycle
2503,0114CW11446,WESTMINSTER,528740,180070,01 Pedal Cycle
2509,0114CW11450,WESTMINSTER,527180,180150,01 Pedal Cycle
2526,0114CW11473,WESTMINSTER,529560,180670,01 Pedal Cycle
2528,0114CW11474,WESTMINSTER,528730,179310,01 Pedal Cycle
2536,0114CW11479,WESTMINSTER,528780,179200,01 Pedal Cycle
2537,0114CW11483,WESTMINSTER,530340,180650,01 Pedal Cycle
2540,0114CW11484,WESTMINSTER,528040,181030,01 Pedal Cycle
2544,0114CW11486,WESTMINSTER,529730,180530,01 Pedal Cycle
2553,0114CW11496,WESTMINSTER,528670,179270,01 Pedal Cycle
2558,0114CW11499,WESTMINSTER,526860,180020,01 Pedal Cycle
2574,0114CW11518,WESTMINSTER,530560,180880,01 Pedal Cycle
2578,0114CW11520,WESTMINSTER,526040,182860,01 Pedal Cycle
2579,0114CW11522,WESTMINSTER,529540,181330,01 Pedal Cycle
2582,0114CW11524,WESTMINSTER,528340,181590,01 Pedal Cycle
2587,0114CW11530,WESTMINSTER,527960,182180,01 Pedal Cycle
2597,0114CW11541,WESTMINSTER,524870,181880,01 Pedal Cycle
2602,0114CW11543,WESTMINSTER,530090,180230,01 Pedal Cycle
2605,0114CW11544,WESTMINSTER,525010,181470,01 Pedal Cycle
2606,0114CW11545,WESTMINSTER,529460,179950,01 Pedal Cycle
2611,0114CW11550,WESTMINSTER,529270,178790,01 Pedal Cycle
2617,0114CW11554,WESTMINSTER,526950,181820,01 Pedal Cycle
2632,0114CW11567,WESTMINSTER,527230,181480,01 Pedal Cycle
2635,0114CW11568,WESTMINSTER,529500,181330,01 Pedal Cycle
2640,0114CW11571,WESTMINSTER,528200,181480,01 Pedal Cycle
2644,0114CW11574,WESTMINSTER,526790,181990,01 Pedal Cycle
2648,0114CW11577,WESTMINSTER,529620,177950,01 Pedal Cycle
2657,0114CW11584,WESTMINSTER,528230,182180,01 Pedal Cycle
2670,0114CW11591,WESTMINSTER,528510,179800,01 Pedal Cycle
2672,0114CW11592,WESTMINSTER,527350,181380,01 Pedal Cycle
2677,0114CW11595,WESTMINSTER,528760,181705,01 Pedal Cycle
2683,0114CW11600,WESTMINSTER,528050,181780,01 Pedal Cycle
2691,0114CW11605,WESTMINSTER,528230,182180,01 Pedal Cycle
2696,0114CW11610,WESTMINSTER,528520,181920,01 Pedal Cycle
2698,0114CW11611,WESTMINSTER,530170,180640,01 Pedal Cycle
2705,0114CW11617,WESTMINSTER,530300,181100,01 Pedal Cycle
2707,0114CW11618,WESTMINSTER,529530,181560,01 Pedal Cycle
2725,0114CW11631,WESTMINSTER,529640,181350,01 Pedal Cycle
2729,0114CW11632,WESTMINSTER,528680,180010,01 Pedal Cycle
2738,0114CW11637,WESTMINSTER,529670,177980,01 Pedal Cycle
2740,0114CW11638,WESTMINSTER,525860,183230,01 Pedal Cycle
2741,0114CW11640,WESTMINSTER,527980,181410,01 Pedal Cycle
2743,0114CW11641,WESTMINSTER,528320,181510,01 Pedal Cycle
2745,0114CW11642,WESTMINSTER,528350,179970,01 Pedal Cycle
2748,0114CW11644,WESTMINSTER,529140,179560,01 Pedal Cycle
2752,0114CW11648,WESTMINSTER,530230,178960,01 Pedal Cycle
2754,0114CW11649,WESTMINSTER,527600,180940,01 Pedal Cycle
2755,0114CW11651,WESTMINSTER,529730,177990,01 Pedal Cycle
2759,0114CW11654,WESTMINSTER,529510,181170,01 Pedal Cycle
2761,0114CW11657,WESTMINSTER,530060,180370,01 Pedal Cycle
2763,0114CW11659,WESTMINSTER,525340,181990,01 Pedal Cycle
2782,0114CW11678,WESTMINSTER,529510,177920,01 Pedal Cycle
2787,0114CW11680,WESTMINSTER,525990,180610,01 Pedal Cycle
2794,0114CW11685,WESTMINSTER,529950,178260,01 Pedal Cycle
2799,0114CW11690,WESTMINSTER,529210,179650,01 Pedal Cycle
2805,0114CW11693,WESTMINSTER,527460,181120,01 Pedal Cycle
2808,0114CW11695,WESTMINSTER,529510,177910,01 Pedal Cycle
2812,0114CW11697,WESTMINSTER,529860,178360,01 Pedal Cycle
2818,0114CW11702,WESTMINSTER,529520,181330,01 Pedal Cycle
2826,0114CW11708,WESTMINSTER,529030,180890,01 Pedal Cycle
2836,0114CW11716,WESTMINSTER,528820,181180,01 Pedal Cycle
2838,0114CW11718,WESTMINSTER,530710,180890,01 Pedal Cycle
2849,0114CW11726,WESTMINSTER,528610,179790,01 Pedal Cycle
2853,0114CW11729,WESTMINSTER,531020,181050,01 Pedal Cycle
2855,0114CW11730,WESTMINSTER,530320,180630,01 Pedal Cycle
2857,0114CW11731,WESTMINSTER,529730,179280,01 Pedal Cycle
2865,0114CW11737,WESTMINSTER,528330,181080,01 Pedal Cycle
2869,0114CW11739,WESTMINSTER,529650,178320,01 Pedal Cycle
2870,0114CW11739,WESTMINSTER,529650,178320,01 Pedal Cycle
2874,0114CW11741,WESTMINSTER,529560,179130,01 Pedal Cycle
2881,0114CW11745,WESTMINSTER,530060,179630,01 Pedal Cycle
2893,0114CW11754,WESTMINSTER,528850,177930,01 Pedal Cycle
2900,0114CW11758,WESTMINSTER,529570,180380,01 Pedal Cycle
2904,0114CW11762,WESTMINSTER,530060,180420,01 Pedal Cycle
2908,0114CW11764,WESTMINSTER,529260,178800,01 Pedal Cycle
2909,0114CW11765,WESTMINSTER,528840,177930,01 Pedal Cycle
2911,0114CW11766,WESTMINSTER,528830,182200,01 Pedal Cycle
2916,0114CW11771,WESTMINSTER,529590,180750,01 Pedal Cycle
2924,0114CW11774,WESTMINSTER,529170,180430,01 Pedal Cycle
2926,0114CW11776,WESTMINSTER,529660,178320,01 Pedal Cycle
2935,0114CW11782,WESTMINSTER,529210,181830,01 Pedal Cycle
2960,0114CW11805,WESTMINSTER,527010,180220,01 Pedal Cycle
2962,0114CW11807,WESTMINSTER,527080,181870,01 Pedal Cycle
2973,0114CW11815,WESTMINSTER,530720,180890,01 Pedal Cycle
2987,0114CW11824,WESTMINSTER,526480,182800,01 Pedal Cycle
2993,0114CW11828,WESTMINSTER,529030,178790,01 Pedal Cycle
3016,0114CW11847,WESTMINSTER,530560,180880,01 Pedal Cycle
3028,0114CW11857,WESTMINSTER,529960,178280,01 Pedal Cycle
3050,0114CW11877,WESTMINSTER,528646,179286,01 Pedal Cycle
3064,0114CW11886,WESTMINSTER,527530,183280,01 Pedal Cycle
3072,0114CW11893,WESTMINSTER,529360,178730,01 Pedal Cycle
3078,0114CW11897,WESTMINSTER,527870,180980,01 Pedal Cycle
3080,0114CW11898,WESTMINSTER,527550,181960,01 Pedal Cycle
3087,0114CW11905,WESTMINSTER,529500,179190,01 Pedal Cycle
3123,0114CW11932,WESTMINSTER,528900,181970,01 Pedal Cycle
3127,0114CW11934,WESTMINSTER,530230,178700,01 Pedal Cycle
3129,0114CW11939,WESTMINSTER,527580,181970,01 Pedal Cycle
3135,0114CW11944,WESTMINSTER,529550,179130,01 Pedal Cycle
3139,0114CW11949,WESTMINSTER,528520,179800,01 Pedal Cycle
3172,0114CW11972,WESTMINSTER,528370,181090,01 Pedal Cycle
3174,0114CW11973,WESTMINSTER,529100,181250,01 Pedal Cycle
3180,0114CW11976,WESTMINSTER,527840,180990,01 Pedal Cycle
3192,0114CW19064,WESTMINSTER,528760,181180,01 Pedal Cycle
3193,0114CW19066,WESTMINSTER,528940,181460,01 Pedal Cycle
